block_index,miner_id,num_tx,time_since_last_block,avg_energy,std_dev_energy,total_energy,avg_amount,std_dev_amount,total_amount,num_deliveries,num_payments,num_theft_attempts,num_alerts,unique_senders,unique_recipients,tx_rate,max_tx_per_sender,sender_concentration,avg_energy_per_sender_mean,avg_energy_per_sender_std,avg_amount_per_sender_mean,avg_amount_per_sender_std,is_anomaly,anomaly_type
18,0,222,9.483227819484327,0.011297186668900321,0.022404389907616173,2.490677655362362,0.024072607112494218,0.033925356794390966,5.307259798269997,110,111,0,0,130,115,23.40975079644051,2,0.009009009009009009,0.010266673154009625,0.023419919687153186,0.022744607295435215,0.032109999901260795,0,Normal
19,0,258,7.709317131551433,0.037174356238931464,0.04486419309602506,9.5878647801148,0.03990769872603456,0.04782643266458535,10.292837799570657,130,130,0,0,159,213,33.465999075858456,2,0.007751937984496124,0.039536274530024576,0.04578705124264774,0.04106711344137876,0.04980942998685087,0,Normal
20,0,155,12.612194375145538,0.04083522296319377,0.04328275181290557,6.301612149032175,0.04813721906197091,0.07184239695582219,7.428441978508406,77,76,0,0,97,115,12.289693243663745,2,0.012903225806451613,0.03746016725980629,0.047256737861756715,0.044608448339125396,0.073802060792317,0,Normal
21,0,274,11.968621479353635,0.013019450514873663,0.015195481273643204,3.5779487513503443,0.019082706693280986,0.035722866716956375,5.244226437022722,136,138,0,0,155,213,22.893196219185416,2,0.0072992700729927005,0.011940597578445114,0.014165319976101577,0.01958279644648872,0.03322601880825438,0,Normal
22,0,206,14.080578027060483,0.04138163676793648,0.08184457877301027,8.493554785571943,0.04898554784379393,0.09779587778599713,10.054252726776967,104,103,0,0,112,109,14.630081208605423,2,0.009708737864077669,0.04432629744031656,0.07867795037156657,0.04610173936804353,0.09666866014236337,0,Normal
23,0,1160,39.087737839674475,0.0011078419565037,0.0019606215699627936,1.3065827386537037,0.0004279954050915233,0.0007836314532418426,0.5047754377172445,0,1,0,1,4,2,29.676826138108908,593,0.5112068965517241,0.0011836536943617543,0.0019666094125867883,0.0003959174730094435,0.0007958983612480137,1,DoS
24,0,904,38.374437641248235,0.0018234287571640437,0.0031851290871515187,1.6759726115757048,0.004348226789767152,0.006523783583858947,3.996596510797422,1,0,0,1,4,4,23.55734847377414,438,0.48451327433628316,0.001652900895765916,0.0030199159426777737,0.004127967949854567,0.006021810625559647,1,DoS
25,0,1017,86.70136207103921,0.0036563640369096945,0.005275538390085666,3.7133236916113233,0.0042029783011078336,0.00783164296785844,4.268453234766758,1,1,0,1,5,3,11.72991952729319,504,0.49557522123893805,0.0038248334090041102,0.005189808600526312,0.004383034691187597,0.008400568323377983,1,DoS
26,0,674,69.25910735706404,0.00025377370276846923,0.0004727365462102486,0.16836554495311806,0.004609736453267671,0.00767600035697846,3.0583184214038126,0,0,0,1,5,3,9.73157214581478,292,0.4332344213649852,0.00023168258413409662,0.00048034438261772836,0.0046936275213557595,0.007307557376699769,1,DoS
27,0,972,95.70344318425964,0.004125414996947829,0.007114001309835914,3.9958759545011104,0.004350573188320143,0.0068833354065704335,4.213964123456048,0,0,0,1,2,4,10.156374396358865,972,1.0,0.00444959731713615,0.007079784874062203,0.004531853069694244,0.006614595955359824,1,DoS
28,0,8,7.060990554225523,0.37529737808866315,0.3084981513751999,2.962105918333381,0.08915056432965818,0.08443212115197699,0.7036377807074756,5,3,0,0,5,5,1.1329855122398576,2,0.25,0.3665400287699833,0.28690835843110213,0.09546038432260164,0.08161116395237997,0,Normal
29,0,15,13.658410251791464,0.26970446842072393,0.34915016088330997,3.9649608412114827,0.06835905829190003,0.08850523681371178,1.0049555013180869,6,7,0,0,10,11,1.0982244436560669,2,0.13333333333333333,0.2800705440064268,0.3502270079465498,0.06697570691864818,0.08686695944524035,0,Normal
30,0,5,5.252471638452438,0.22493383733071504,0.21938919568739873,1.1315002290242757,0.11748953580868755,0.15270971879718484,0.5910157326842205,2,3,0,0,2,2,0.9519327935815708,3,0.6,0.21344751409867924,0.20270871089543818,0.11652254607802828,0.15558467592577652,0,Normal
31,0,27,6.519235192369184,0.38567977680526444,0.6157257438385558,10.300990997656454,0.16998865684890596,0.3300549441106258,4.540169667201464,13,14,0,0,18,19,4.141590110386524,2,0.07407407407407407,0.37601701399423015,0.6570489344007245,0.18662109874861219,0.3230187019035882,0,Normal
32,0,33,8.64535984806887,0.28349403956891467,0.4422739963810685,9.442091249426511,0.2300403063912234,0.5377845226834823,7.661753902462406,16,17,0,1,13,21,3.817076510397803,2,0.06060606060606061,0.30601972766430846,0.41659810261336255,0.20802464200933424,0.5560076282704167,0,Normal
33,0,37,5.274177824266852,0.5741892178332583,1.2317074880334553,21.230015488253567,0.18909927309889457,0.3582063229293702,6.991737866232169,17,19,0,0,21,31,7.015311434847812,2,0.05405405405405406,0.5658636332842006,1.1390200662544974,0.17926614650642086,0.357884042252697,0,Normal
34,0,42,5.5794405011722095,0.5774882792552654,1.166685582221413,24.660561247874377,0.20638477504622665,0.3171327557261029,8.813277374598496,22,21,0,0,19,30,7.527636506057558,2,0.047619047619047616,0.632834422922223,1.161606581836214,0.1920040935754801,0.3306852432095258,0,Normal
35,0,28,4.880065472863577,0.3988842770639344,0.6293352440095987,11.061675071812001,0.17678368685622722,0.39146632868505393,4.902483789019115,14,14,0,1,21,14,5.7376279387435885,2,0.07142857142857142,0.4291909779631825,0.6235465692468266,0.19078524089287702,0.42706951962139583,0,Normal
36,0,23,6.6037897325976145,0.28558517533205674,0.669079508548887,6.564359283758433,0.2022935763993629,0.31434801278908914,4.649848209865377,10,10,0,0,13,13,3.4828486265193215,2,0.08695652173913043,0.29150823374794993,0.6327892730014908,0.22245254071126475,0.2877059450201392,0,Normal
37,0,20,2.276059515453565,0.552051468585087,1.190974465613178,11.169184027938885,0.26233493551896075,0.501103961144651,5.307597821048358,9,10,0,0,9,17,8.787116445860805,2,0.1,0.5514523446712428,1.2261326754316724,0.27076399768985354,0.549829352548327,0,Normal
38,0,48,8.278548478802993,0.22811985333927853,0.5266035260130253,10.9033486169893,0.28572787760310103,0.4684457974933353,13.656815106160861,23,23,0,0,30,43,5.79811788538809,1,0.020833333333333332,0.2431313389957402,0.484574641821582,0.2931644619275847,0.49573060473560504,0,Normal
39,0,70,121.20692786702554,0.8806746727936424,3.9579575522411132,62.8404460344575,0.487785098692776,1.9129549652251514,34.80585296450142,36,35,0,1,40,37,0.5775247441037037,2,0.02857142857142857,0.8512615530086504,4.135478369961026,0.49732984746285797,1.8304325926613523,1,Breakdown
40,0,5,3.827406770406214,0.24819724094382214,0.2490597632278346,1.2405086803861503,0.13511921589066755,0.09547827969898161,0.6753361139791328,3,3,0,0,3,4,1.30636754856065,2,0.4,0.2624603955985163,0.228068686213589,0.1369059255758707,0.08985633800587427,0,Normal
41,0,279,10.56319260117376,0.04613914624559512,0.06784762745126513,12.85403534293078,0.018895188995221364,0.02785262684821589,5.264064182356208,138,140,0,0,129,145,26.412469272689215,3,0.010752688172043012,0.04822048345817377,0.06228525095914046,0.01785736916343361,0.026941622279510722,0,Normal
42,0,259,14.770185014408062,0.017123689402291385,0.02465616543438006,4.432305382340275,0.023588752817465253,0.03384342190652217,6.105726027800702,129,130,0,1,185,134,17.535325369814252,1,0.003861003861003861,0.016883726519526816,0.0252836438290747,0.025884717068426464,0.032480992856381556,0,Normal
43,0,180,16.09680823740398,0.04264046265330766,0.07363198471852381,7.7686810463145575,0.04909332291575189,0.07988800903628476,8.944329951040459,90,91,0,0,105,148,11.182341079378453,2,0.011111111111111112,0.04118159587953885,0.06781146203790628,0.04953956418866923,0.0848707881090493,0,Normal
44,0,153,13.32148128465601,0.03980396604448049,0.07339711856349157,6.040818435737165,0.02741114586506576,0.05259547641034187,4.16003156824447,77,76,0,1,117,93,11.485209244427566,1,0.006535947712418301,0.04027903809593987,0.07903530129474391,0.027123300317759353,0.05735799983581513,0,Normal
45,0,159,14.70085097667624,0.034109043911896404,0.057858489747611305,5.463570801780649,0.04387657421348369,0.0682795209086216,7.0281292660725025,79,78,0,1,116,107,10.81570041436804,1,0.006289308176100629,0.03285157104239501,0.06008598590020353,0.04787955276460548,0.06402483458991888,0,Normal
46,0,255,11.318542443952825,0.019572891284476437,0.03470689826084002,5.039031375313507,0.043115723076472136,0.06294722825988991,11.100122010281902,128,126,0,0,159,189,22.52940263843241,2,0.00784313725490196,0.02047730764350597,0.03396250910610723,0.04555931527911231,0.05920488502657625,0,Normal
47,0,164,8.857490853003595,0.04872827863109422,0.07741093809701338,8.075033431103115,0.021337873858420564,0.025336016993080957,3.536017474778138,81,82,0,0,93,107,18.515401564810787,2,0.012195121951219513,0.05302554755491288,0.07178601032977168,0.020962765688071292,0.026153377022709742,0,Normal
48,0,1104,106.17573158149845,0.0033720846343684024,0.0070119093929869895,3.7627574059180313,0.0022664515828301705,0.004320138101761281,2.5290312679373774,1,0,0,1,4,4,10.39785630440974,812,0.7355072463768116,0.003564311919815034,0.00760966576384964,0.0022340097276835817,0.004187484886416694,1,DoS
49,0,1126,44.83184279988018,0.0023400072584372432,0.003595161122391134,2.6687482918829293,0.0036520541550539667,0.00475537699578684,4.165120964057735,1,1,0,1,4,5,25.11607664726665,600,0.5328596802841918,0.002505294673122251,0.0037424693615086923,0.003459479250169979,0.004352851776678977,1,DoS
50,0,400,73.14253619090266,0.0004792942301686946,0.0009486229480633712,0.18926405929838833,0.0005714124650235192,0.0007241944086522194,0.22563977585539757,1,0,0,1,2,3,5.468773997062345,400,1.0,0.0004661545975104156,0.0008697017583377703,0.0006032506328625218,0.00069617851419387,1,DoS
51,0,1018,107.09765736754821,0.0017621076178445181,0.003543501596674991,1.7803527320890722,0.0034754110165881335,0.003525413837325164,3.511395919214,1,1,0,1,3,5,9.50534330089339,771,0.7573673870333988,0.001867460593571555,0.003531436931520056,0.0032115300418706907,0.003594672854638386,1,DoS
52,0,11,13.202094915989479,0.29006630241856285,0.3683768385854849,3.2181294654460584,0.05127393015321394,0.05894309751631417,0.5688566512534042,6,5,0,0,6,7,0.8332010995222848,2,0.18181818181818182,0.31262625293723356,0.3877621865051847,0.05004981378701075,0.05956965176594351,0,Normal
53,0,227,8.087692450841056,0.03732099367449482,0.04650691325204953,8.560821891812115,0.03928050879613548,0.07849788678809026,9.010302420036698,113,112,0,1,156,181,28.067338289599995,1,0.004405286343612335,0.03731475853751949,0.04391055769319667,0.04161089454324137,0.07684246597972227,0,Normal
54,0,237,16.334576769911322,0.04657009990732942,0.06004776352218256,11.083634845587255,0.027067041961713,0.03457458991152449,6.441927546876469,117,118,0,1,164,181,14.50909952173108,1,0.004219409282700422,0.044363677571418944,0.056074809427143865,0.029557616679975304,0.034973217102654726,0,Normal
55,0,163,7.874886629538349,0.044092677531653586,0.078628824603853,7.130737980267812,0.03560811866657927,0.05057972370796031,5.758601618134432,80,82,0,0,66,132,20.6987106822077,3,0.018404907975460124,0.04422125278954917,0.08129078586364652,0.03568243806255508,0.05100594811297835,0,Normal
56,0,188,16.73229815898328,0.03725345933931389,0.041770898462681005,6.911034101377099,0.020321335148225962,0.03683652359086116,3.7698899024578263,93,95,0,1,138,95,11.235754838558508,1,0.005319148936170213,0.03468884247697033,0.0401771371743826,0.021618057598801352,0.037761624203493216,0,Normal
57,0,161,7.0178109380547555,0.046850242988237006,0.08037204031675137,7.681686498344581,0.04536471061674022,0.08254728993089637,7.438114784877783,80,81,0,0,70,86,22.941626872129312,3,0.018633540372670808,0.04697264687736914,0.0745349902200292,0.04840954057375658,0.07564756514231838,0,Normal
58,0,161,16.09140202728474,0.033295762631991445,0.04689484861818844,5.402062473494113,0.01758183322501423,0.02226802982250743,2.852560024825016,79,79,0,0,111,117,10.00534320918754,2,0.012422360248447204,0.03474204748107094,0.049813067203766964,0.018794816071951277,0.02246921823230346,0,Normal
59,0,1009,76.72526979029499,0.0009784513329558508,0.0019810367912347472,1.0062895887484538,0.00034839390157289784,0.0003488168052134316,0.3583061764320572,0,0,0,1,2,2,13.150817230852264,1009,1.0,0.000954271130137442,0.0018569612427365412,0.00032245606002437365,0.0003544100375014444,1,DoS
60,0,1072,46.49749000513013,0.004548890577847768,0.007135777322000212,4.881750492066893,0.002493607883321909,0.002499733997545712,2.676074814969092,0,0,0,1,4,2,23.055007912937338,698,0.6511194029850746,0.004298268554773556,0.0072976222487526315,0.0027192693134951607,0.002645933795984521,1,DoS
61,0,820,73.18358570808512,0.0045334478345274406,0.009936771658949359,3.6909578064162574,0.003994047070391913,0.0054024065217810596,3.2517985762140538,0,1,0,1,5,4,11.204698322255187,384,0.4682926829268293,0.004098609944604886,0.010418337487370342,0.004081922684179835,0.004941245067012205,1,DoS
62,0,973,54.0503724561793,0.003063568872741685,0.0043135947946200326,3.0015313224605715,0.002818330280467358,0.0036852121935651923,2.761258834142469,1,0,0,1,5,2,18.0017260896555,462,0.4748201438848921,0.0029764778826298437,0.00467271861537674,0.0028175290531930863,0.0040112276038374774,1,DoS
63,0,15,10.076282794513004,0.17902292876469794,0.14183470019906613,2.666858431266157,0.14814968579535814,0.18284228623839177,2.206947687533825,7,7,0,0,10,11,1.4886442059931253,2,0.13333333333333333,0.16440582846744428,0.15365714641102393,0.14318538876393663,0.17806025595639102,0,Normal
64,0,45,3.7628392815540304,0.512097028373889,1.1566544472266704,23.028566362899127,0.19498623609292215,0.48132667648345,8.76836464366159,21,21,0,0,23,24,11.95905448861352,2,0.044444444444444446,0.5508461746298379,1.0477732795842354,0.1967815424602746,0.4532789422140931,0,Normal
65,0,31,2.74538021946547,0.3730981966262325,0.5724540625111693,11.504523825161193,0.25984637253168097,0.5418389187538902,8.012391404473085,16,16,0,0,19,21,11.291696421574622,2,0.06451612903225806,0.37318480498003564,0.5875434056056316,0.2611509584154918,0.5602903984245393,0,Normal
66,0,45,7.192862126856405,0.5551432111493044,1.15599503685295,24.549506305591642,0.18031564308771894,0.31908564934640815,7.973906422838752,22,21,0,1,28,33,6.256202219139013,1,0.022222222222222223,0.5350345343001397,1.2306171622565278,0.17377537136481902,0.34824079955582277,0,Normal
67,0,32,8.792899002520691,0.2193316157797549,0.5456947524144418,7.004131964794086,0.21431327518578186,0.3657704415236077,6.843876364435194,16,17,0,0,21,25,3.6393003025312183,2,0.0625,0.2384400862570971,0.5541325518403601,0.23450075790276673,0.3709600605375543,0,Normal
68,0,32,4.452950762782179,0.523870884533626,1.1447161949261346,16.474340270573155,0.20771816089122386,0.4159174538902016,6.532181428532954,15,15,0,1,15,22,7.186246088202101,3,0.09375,0.488339728218045,1.1226842428938524,0.20532596626983807,0.37620566994888377,0,Normal
69,0,26,5.713183997331848,0.42811886383078507,0.98305933067643,11.256052986124393,0.2819591042104056,0.564189958241204,7.413237035420438,13,14,0,1,13,20,4.5508774112898225,3,0.11538461538461539,0.42788066424384413,1.009892829868746,0.26469842701761553,0.5517086951048855,0,Normal
70,0,41,4.559091273987396,0.3865505960505679,0.7562834199038321,15.788322945597946,0.2950433301977625,0.44799886141856715,12.050788247905283,19,20,0,0,27,27,8.993020217413035,2,0.04878048780487805,0.42273094776315895,0.7359957069009123,0.32183485548518154,0.45783501423152867,0,Normal
71,0,30,7.323880793739038,0.39071957778638633,0.779943317623758,11.728494633185987,0.14905349351273797,0.31171353801015866,4.4742398336577045,14,15,0,0,19,17,4.0961890075608665,1,0.03333333333333333,0.3807503407251403,0.7593889789237588,0.1499009667819013,0.3165529689338079,0,Normal
72,0,37,150.17490814036103,1.1025126126247509,6.583635557977067,40.935362642911876,0.5117769680214809,1.8031949493591066,19.001846816404317,19,17,0,1,25,30,0.24637937494470075,1,0.02702702702702703,1.1557005721187052,6.612699210790976,0.4627714395970415,1.8591610198602981,1,Breakdown
73,0,19,5.612678519066052,0.3378207335286595,0.26030954317045013,6.476576135741124,0.11113438408542953,0.1413214690903461,2.13062795853209,9,9,0,0,10,9,3.385192993943575,2,0.10526315789473684,0.33573938169017925,0.2727657835240701,0.11830132684243506,0.13398813086811837,0,Normal
74,0,3,14.268671316335519,0.26130275840906036,0.2053607933359643,0.782133841929032,0.16086484856924038,0.13286318880930573,0.48150215791380385,2,0,0,0,1,2,0.210250830893094,3,1.0,0.26618175701317676,0.18725476950663617,0.1695158234405819,0.12061669370752458,0,Normal
75,0,10,6.06874089238422,0.4739725047419934,1.0314241576094059,4.761185355009522,0.12655865480277456,0.2695546367265821,1.2713168121950111,5,6,0,1,6,5,1.6477882607493084,2,0.2,0.44110501173402983,1.0968982675099344,0.13561454930870162,0.28702694364639003,0,Normal
76,0,48,2.6729818947678763,0.4785615421578433,1.0497457584332286,22.898141825047183,0.22347683469932506,0.3789461272769179,10.692886504177075,25,24,0,0,27,32,17.957472923387815,2,0.041666666666666664,0.4450824505335342,1.1377888732138168,0.20776502203603095,0.3832099131367919,0,Normal
77,0,26,5.026846520163026,0.3545818847592397,0.722626011050812,9.076934571497592,0.28707275363144624,0.5871431966051868,7.348769674856846,13,12,0,0,10,18,5.172228731414857,3,0.11538461538461539,0.34733179518739166,0.7208734435954414,0.3040780941617945,0.6342263640283637,0,Normal
78,0,29,5.129706261877936,0.4484831259657063,1.1163659511925679,13.127629252970623,0.14674723132078987,0.25623005230421186,4.295464277571405,15,15,0,0,12,18,5.653345146781052,3,0.10344827586206896,0.45236326634334917,1.0998465584776453,0.14976985684654887,0.2792701398038897,0,Normal
79,0,36,8.12184456297436,0.34948553519992626,0.736321913703979,12.620374778477167,0.2017361430843719,0.42934025228763806,7.284953097222793,18,17,0,0,27,30,4.4324906393943815,1,0.027777777777777776,0.355088613517689,0.7392633869418671,0.18287689997319234,0.3939035075354323,0,Normal
80,0,45,5.370660880096497,0.4676229494082796,0.8011867132264364,21.433022122820873,0.12197822804389574,0.27313507988231095,5.590747980772686,21,23,0,0,20,30,8.378857091269458,3,0.06666666666666667,0.50354982930436,0.7404762654327466,0.12116080939484081,0.2488812955389791,0,Normal
81,0,62,116.07352477649677,0.7932855009925911,3.013655688421859,49.505174958137495,0.1223166253633807,0.664456782459869,7.633198805885743,30,30,0,1,25,37,0.5341441997163691,3,0.04838709677419355,0.7796417300557044,3.2033461414331494,0.1278562274204414,0.7089270460485355,1,Breakdown
82,0,2,10.815517820605372,0.16159730650073087,0.13132605366664168,0.32631041827684243,0.1780283361643042,0.15520738382893776,0.3594892891277348,1,1,0,1,1,1,0.18491948635040525,2,1.0,0.1582357065912673,0.13958536189489837,0.1780874886501809,0.15743301636104645,0,Normal
83,0,1,15.610610011471355,0.02833564430354836,0.0,0.028869097855923516,39.578107479955,0.0,40.32321430742967,1,0,1,1,1,1,0.06405899572567353,1,1.0,0.03011646042293388,0.0,37.42043583868739,0.0,1,Theft
84,0,5,7.1583935906805625,0.3139249509232328,0.2773353119639024,1.5533544411663225,0.19338784785957214,0.179300473995947,0.9569162038786884,2,1,0,0,3,2,0.6984807326757567,2,0.4,0.33648729550642065,0.3007094988587938,0.19445338338831775,0.17950320344991302,0,Normal
85,0,12,9.736528417975645,0.5430156334264449,1.2802859876103954,6.591815672388509,0.28792678882995815,0.6943694209131981,3.4952222409023994,5,5,0,1,6,8,1.2324721384108035,2,0.16666666666666666,0.5651033211232473,1.3790854403755388,0.2637100264556866,0.6624946155841115,0,Normal
86,0,48,3.180320324080903,0.26906234700580633,0.5443575062651477,12.758749468712274,0.23585727724473596,0.42617300795973423,11.184188141617822,25,24,0,0,29,28,15.09281931022837,2,0.041666666666666664,0.24590915324560836,0.5020619206374654,0.2376207611054755,0.45655693682266113,0,Normal
87,0,29,7.32203792899298,0.3710976982279929,0.9090400598007191,10.915225103543783,0.2090095493556606,0.5102662466891252,6.147670252068378,15,15,0,0,21,20,3.9606459678621806,1,0.034482758620689655,0.343555539011399,0.9528940679231245,0.22633516539719817,0.46371871545220666,0,Normal
88,0,14,5.096212610957682,0.48024055317232445,1.1678517686922654,6.6050071395068155,0.2671292171275398,0.480034211189139,3.6739720847047077,6,6,0,0,8,11,2.7471381335028555,2,0.14285714285714285,0.5277771379877889,1.0607481932606628,0.27553863944103796,0.47938533610062756,0,Normal
89,0,37,4.9712599118472225,0.5024568051785188,1.1417225729080964,18.513085869080438,0.1994188334533013,0.4174455171033017,7.34761266955302,17,19,0,1,23,24,7.442781237775099,2,0.05405405405405406,0.5484585440296225,1.153835713253817,0.19181978018241647,0.37732019918985654,0,Normal
90,0,27,3.20460397032511,0.3616030489993371,0.8238334781960117,9.932893674193082,0.1352778441803355,0.21114860905620494,3.715954404797608,14,13,0,0,18,15,8.425378065440274,2,0.07407407407407407,0.35126291217853844,0.765949974598172,0.14809328949267084,0.20506277023529385,0,Normal
91,0,36,3.479555629535398,0.5326898385104843,1.0781757681916706,19.288023647634716,0.10473577228988414,0.17511234675750648,3.7923495186792633,17,18,0,1,26,24,10.346148713480073,1,0.027777777777777776,0.5105509367171899,1.0294612037437083,0.11186527565824259,0.1916645370318391,0,Normal
92,0,50,129.00276589045671,0.9747133155483572,3.6692975117073323,48.14504836309632,0.29487851880641774,1.2479929909742753,14.565247363206721,26,26,0,1,23,39,0.38758858893349407,2,0.04,1.0046071120224829,3.600219214778087,0.32375374321760264,1.1930924610742601,1,Breakdown
93,0,4,13.001620050673168,0.12983275918616416,0.0933060253868865,0.5109176414400154,0.1902317024935971,0.20895239439270502,0.748599454978731,2,3,0,0,1,3,0.307653968075532,4,1.0,0.11987749305771753,0.08651701322113595,0.2054263849539957,0.19212630997330274,0,Normal
94,0,2,58.48760950360834,0.022999945849256777,0.003825294818615541,0.04676834113710388,29.251716261801214,2.196511091474092,59.48075938717463,0,1,1,1,1,1,0.03419527686247139,2,1.0,0.02345397965696931,0.003969729191616104,30.46247985128177,2.0026184184803446,1,Theft
95,0,10,13.880777989232376,0.2705194937386328,0.204305772317429,2.752775711150617,0.13162112060284967,0.14697336665848224,1.3393616070419523,6,6,0,0,4,6,0.7204207147291902,2,0.2,0.2675246981395108,0.2125931536198982,0.1437965715808567,0.13355225835122952,0,Normal
96,0,5,14.016009741898003,0.19551818858767417,0.1587288123546996,0.996248113065904,0.14796184751071928,0.17833856123370848,0.7539283810528915,1,2,0,1,3,4,0.35673491186678613,2,0.4,0.17892656062774936,0.1429607251197,0.13956283081536386,0.18539238313416598,0,Normal
97,0,33,3.5680243821495354,0.3396439537224194,0.6526660016259683,11.03617743311051,0.20378647805789446,0.40364498905373497,6.621709898459324,17,15,0,0,16,16,9.24881572141033,2,0.06060606060606061,0.3692631981699748,0.6424647419389464,0.2039183348819625,0.3640474521352641,0,Normal
98,0,16,6.492886059015767,0.22857341048554747,0.47977021408745446,3.710424022516607,0.15604883975705053,0.3818585951090735,2.533135251779494,8,9,0,0,7,8,2.4642354500866417,3,0.1875,0.23853005291822288,0.52261577515269,0.1573967156332101,0.3727538711998784,0,Normal
